sample	f__Coriobacteriaceae	f__Streptococcaceae	f__Eubacteriaceae	o__Methanopyrales	g__Jeotgalibacillus	f__Micromonosporaceae	g__Paralactobacillus	g__Anaerostipes	p__Crenarchaeota	c__Sphingobacteria	g__Mahella	f__Acidimicrobiaceae	g__Escherichia_Shigella	g__Bacteroides	g__Acetivibrio	g__Bacillus	c__Flavobacteria	p__Bacteroidetes	g__Anaerovibrio	g__Papillibacter	f__Planococcaceae	f__Ruminococcaceae	g__Lactobacillus	p__Deferribacteres	o__Erysipelotrichales	f__Corynebacteriaceae	c__Deinococci	g__Kurthia	g__Butyricicoccus	g__Syntrophomonas	f__Flavobacteriaceae	g__Geovibrio	g__Petrimonas	f__Carnobacteriaceae	o__Enterobacteriales	o__Flavobacteriales	o__Thermoanaerobacterales	o__Rhizobiales	g__Slackia	f__Acetobacteraceae	o__Desulfovibrionales	f__Oxalobacteraceae	c__Epsilonproteobacteria	o__Thiotrichales	g__Anaerofilum	p__Cyanobacteria	g__Tetragenococcus	f__Burkholderiaceae	g__Facklamia	f__Leuconostocaceae	f__Deferribacteraceae	o__Desulfurococcales	g__Tepidibacter	g__Globicatella	f__Paenibacillaceae	g__Desulfocella	g__Metascardovia	o__Thermales	g__Sphingomonas	g__Oscillibacter	g__Parasporobacterium	f__Rikenellaceae	f__Pseudomonadaceae	g__Pseudomonas	o__Sphaerobacterales	g__Planifilum	g__Sediminibacterium	g__Caldanaerobius	f__Desulfobulbaceae	g__Mucispirillum	f__Bifidobacteriaceae	g__Streptococcus	f__Gracilibacteraceae	o__Chlamydiales	g__Methanopyrus	g__Butyricimonas	g__Scardovia	g__Oxalobacter	o__Pseudomonadales	g__Thermoflavimicrobium	g__Trichococcus	o__Actinomycetales	o__Sulfolobales	g__Microbacterium	g__Dorea	g__Helicobacter	f__Comamonadaceae	g__Bifidobacterium	f__Helicobacteraceae	g__Heliobacillus	g__Ethanoligenens	f__Erysipelotrichaceae	f__Lactobacillaceae	g__Sharpea	g__Pilibacter	f__Peptostreptococcaceae	g__Olsenella	p__Verrucomicrobia	g__Lachnobacterium	f__Aerococcaceae	g__Nosocomiicoccus	g__Rikenella	p__Proteobacteria	f__Microbacteriaceae	f__Chitinophagaceae	f__Bacteroidaceae	o__Rhodobacterales	g__Paenibacillus	f__Alcaligenaceae	g__Gracilibacter	g__Isobaculum	g__Nubsella	g__Acidisphaera	f__Desulfohalobiaceae	g__Atopobacter	g__Parascardovia	g__Wolinella	p__Deinococcus_Thermus	g__Roseburia	f__Rhodobacteraceae	g__Hydrogenoanaerobacterium	g__Acetitomaculum	c__Alphaproteobacteria	g__Sinomonas	g__Collinsella	g__Natronobacillus	g__Aeromonas	g__Thermosyntropha	f__Bacillaceae	g__Filibacter	c__Betaproteobacteria	g__Curtobacterium	g__Butyrivibrio	g__Moryella	g__Oceanobacter	k__Archaea	f__Methanopyraceae	g__Dialister	p__Firmicutes	f__Sulfolobaceae	g__Lactonifactor	f__Lachnospiraceae	g__Parabacteroides	g__Vulcanibacillus	g__Paraeggerthella	g__Enterorhabdus	g__Halospina	g__Caldivirga	o__Pasteurellales	g__Robinsoniella	c__Aquificae	o__Halanaerobiales	p__Chlamydiae	f__Sphaerobacteraceae	g__Staphylococcus	c__Deferribacteres	o__Aquificales	o__Bifidobacteriales	g__Lacticigenium	g__Acinetobacter	g__Desulfovibrio	f__Hahellaceae	g__Lutispora	f__Cytophagaceae	g__Carnobacterium	g__Gardnerella	g__Eubacterium	c__Deltaproteobacteria	f__Thermaceae	g__Ferrimicrobium	g__Syntrophococcus	f__Syntrophomonadaceae	o__Coriobacteriales	f__Clostridiaceae	g__Acetanaerobacterium	g__Hespellia	g__Barnesiella	g__Johnsonella	g__Aquabacterium	g__Sphaerobacter	g__Rubrobacter	g__Ignavigranum	g__Abiotrophia	c__Gammaproteobacteria	c__Actinobacteria	f__Sphingobacteriaceae	g__Plesiomonas	g__Catellicoccus	g__Pseudobutyrivibrio	f__Leptotrichiaceae	g__Enterococcus	g__Cerasibacillus	g__Vagococcus	f__Oceanospirillaceae	g__Lactovum	p__TM7	o__Chromatiales	g__Sporobacterium	f__Enterobacteriaceae	g__Atopostipes	g__Alkaliflexus	c__Erysipelotrichi	g__Coprobacillus	c__Methanopyri	f__Moraxellaceae	g__Desulfohalobium	f__Sphingomonadaceae	f__Glycomycetaceae	g__Anaerotruncus	g__Faecalibacterium	g__Allobaculum	c__Thermoprotei	g__Corynebacterium	g__Sulfurimonas	g__Proteiniphilum	o__Bacteroidales	f__Heliobacteriaceae	c__Fusobacteria	g__Tepidimonas	f__Marinilabiaceae	c__Halobacteria	f__Pasteurellaceae	p__Aquificae	f__Peptococcaceae	o__Fusobacteriales	f__Enterococcaceae	g__Odoribacter	g__Alloscardovia	f__Micrococcaceae	g__Marinithermus	o__Campylobacterales	g__Holdemania	g__Pediococcus	c__Bacilli	g__Jeotgalicoccus	o__Sphingomonadales	g__Parasutterella	g__Desmospora	f__Prevotellaceae	g__Adlercreutzia	g__Melissococcus	g__Phocaeicola	c__Thermomicrobia	o__Oceanospirillales	o__Clostridiales	g__Saccharibacillus	g__Dolosicoccus	g__Lactococcus	g__Hallella	g__Desemzia	g__Janthinobacterium	g__Frigoribacterium	o__Halobacteriales	g__Peptostreptococcus	g__Pseudoramibacter	f__Halobacteriaceae	g__Klebsiella	o__Desulfobacterales	g__Atopococcus	g__Seinonella	o__Rhodospirillales	g__Catonella	g__Tanticharoenia	g__Nocardioides	g__Shuttleworthia	f__Cryomorphaceae	g__Eggerthella	g__Bavariicoccus	g__Asaccharobacter	g__Propionispira	o__Bacillales	g__Ammonifex	g__Rhodobacter	g__Desulfonatronovibrio	g__Leucobacter	g__Thiothrix	c__Bacteroidia	f__Thermoactinomycetaceae	g__Trabulsiella	g__Prevotella	f__Cyclobacteriaceae	o__Sphingobacteriales	g__Kluyvera	g__Subdoligranulum	g__Rummeliibacillus	g__Tannerella	g__Dolosigranulum	g__Ruminococcus	o__Lactobacillales	g__Coriobacterium	g__Gordonibacter	g__Lysinibacillus	c__Chlamydiae	f__Rubrobacteraceae	f__Bacteroidales_incertae_sedis	g__Rahnella	f__Desulfovibrionaceae	p__Chloroflexi	g__Alistipes	f__Veillonellaceae	g__Turicibacter	p__Fusobacteria	c__Clostridia	g__Coprococcus	g__Xylanibacter	g__Lawsonia	o__Rubrobacterales	g__Garciella	g__Sporosarcina	g__Thermoanaerobacterium	f__Thermoanaerobacteraceae	f__Thermoproteaceae	g__Sporobacter	p__Acidobacteria	f__Nocardioidaceae	p__Euryarchaeota	g__Filifactor	g__Leuconostoc	g__Paludibacter	f__Thiotrichaceae	g__Oribacterium	f__Halanaerobiaceae	f__Aeromonadaceae	g__Massilia	c__Methanomicrobia	g__Filobacillus	o__Burkholderiales	f__Bacillales_incertae_sedis	g__Anaerosporobacter	o__Deferribacterales	f__Burkholderiales_incertae_sedis	g__Marvinbryantia	g__Salirhabdus	g__Paraprevotella	f__Staphylococcaceae	o__Aeromonadales	f__Beutenbergiaceae	o__Acidimicrobiales	o__Thermoproteales	k__Bacteria	f__Porphyromonadaceae	p__Actinobacteria	g__Verminephrobacter	c__Cyanobacteria	f__Desulfobacteraceae
sample1	0.000552409888137021	0.00110481977627204	0	0	0	0	0	0.000138102472033755	0	0	0	0	0	0.0487501726281226	0	0	0	0.176771164203527	0	0.000414307416102265	0	0.0655986742162587	0.00455738157713092	0.0139483496754283	0	0.000138102472033755	0	0	0.00138102472033755	0	0	0	0	0	0	0	0	0	0.000138102472033755	0	0.006767021129675	0	0.0352161303687526	0	0	0	0	0	0	0	0.0139483496754283	0	0	0	0	0	0	0	0	0.0113244027068259	0	0.0278966993509566	0	0	0	0	0	0	0	0.0139483496754283	0.000138102472033755	0.00110481977627204	0	0	0	0	0	0	0	0	0	0.000414307416102265	0	0	0	0.0171247065322416	0	0.00027620494406851	0.0352161303687526	0	0	0	0.00580030382543572	0	0	0	0	0	0	0	0	0.000138102472033755	0.0444689959949871	0	0	0.0487501726281226	0	0	0.000414307416102265	0	0	0	0	0	0	0	0.00165722966441306	0	0.000828614832205531	0	0	0	0	0	0	0	0	0	0	0	0.000552409888137021	0	0	0	0	0	0	0	0.738157713022976	0	0	0.156470100814772	0.00220963955254408	0	0	0	0	0	0	0	0	0	0	0	0.00745753348984878	0.0139483496754283	0	0.000414307416102265	0	0	0.000966717304239286	0	0	0	0	0	0	0.0080099433779898	0	0	0	0	0.00110481977627304	0	0	0	0.00745753348984878	0	0	0	0	0	0	0	0.000828614832205531	0	0	0	0.000138102472033755	0	0	0	0	0	0	0	0	0.000138102472033755	0	0	0	0	0	0	0	0	0	0	0.000414307416102265	0	0	0	0.00027620494406851	0	0	0.147907747548501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352161303687526	0	0	0.0227869078856046	0	0	0.000414307416102265	0	0	0	0	0	0	0	0.676978317911606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138102472033755	0	0.00027620494406851	0	0.0080099433779898	0	0	0	0	0	0.147907747548501	0	0	0	0	0	0	0	0	0	0	0.000138102472033755	0.0133959397873172	0	0	0	0	0	0	0	0.000966717304239286	0	0.0194724485568385	0	0	0	0.679878469824714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000552409888137021	0	0	0.0139483496754283	0	0	0	0	0.00745753348984878	0	0	0	0	1	0.0211296782212715	0.000828614832205531	0	0	0
sample2	0.00140308679094	0.00100220485067	0	0	0	0	0	0.000200440970134	0	0	0	0	0	0.25355782722	0	0	0	0.459210262578	0	0.000200440970134	0	0.0338745239527	0.0064141110443	0.0166366005211	0	0	0	0	0.000801763880537	0	0	0	0	0	0	0	0	0	0.000601322910403	0	0.00440970134295	0	0.0346762878332	0	0	0	0	0	0	0	0.0166366005211	0	0	0	0	0	0.00220485067148	0	0	0.00380837843255	0	0.00180396873121	0	0	0	0	0	0	0	0.0166366005211	0.132892363199	0.00100220485067	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210463018641	0	0.259771497294	0.0346762878332	0	0	0	0.00681499298457	0	0	0	0	0	0	0	0	0.000200440970134	0.0475045099218	0	0	0.25355782722	0	0	0.0064141110443	0	0	0	0	0	0	0	0.000801763880537	0	0.00360793746242	0	0	0	0	0	0	0	0	0	0	0	0.00681499298457	0	0	0	0	0	0	0	0.287231910202	0	0	0.127280016035	0.0132291040289	0	0	0.00100220485067	0	0	0	0	0	0	0	0	0.0212467428342	0.0166366005211	0	0.395670475045017	0	0	0.000801763880537	0	0	0	0	0	0	0.00541190619363	0	0	0	0	0.003006614552013	0	0	0	0.0543195029064	0	0	0	0	0	0	0	0.13449589096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452395269593	0	0	0	0	0	0	0	0	0	0	0	0.000801763880537	0	0	0.0346762878332	0	0	0.0465023050712	0	0	0.00501102425336	0	0	0	0	0	0	0	0.219683303267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023852475446	0	0	0	0	0	0.452395269593	0	0	0	0	0	0	0	0	0	0	0	0.0202445379836	0	0	0	0	0	0	0	0.000801763880537	0	0.00100220485067	0	0	0	0.222489476849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00681499298457	0	0	0.0166366005211	0	0	0	0	0.022449388655	0	0	0	0	1	0.10483062738	0.13449589096	0	0	0
sample3	0.00119502868068524	0.00107552581261771	0	0	0	0	0	0.000119502868068524	0	0	0	0	0.00167304015296534	0.0182839388145412	0	0	0	0.11197418738016	0	0.000119502868068524	0	0.0408699808795332	0.258484703633164	0.0138623326959528	0.000478011472275095	0	0	0	0.000836520076481667	0	0	0	0	0	0.00179254302103286	0	0	0	0.000358508604206572	0	0.00286806883365057	0	0.0429015296366711	0	0	0	0	0	0	0	0.0138623326959528	0	0	0	0	0	0	0	0	0.00394359464626829	0	0.047203632887222	0	0	0	0	0	0	0	0.0138623326959528	0.00370458891013324	0.00107552581261771	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307122370936436	0	0.00740917782026648	0.0427820267686336	0	0	0.000478011472275095	0.282385277246669	0	0	0	0	0	0	0	0	0.000119502868068524	0.0586759082218243	0	0	0.0182839388145412	0	0	0.00956022944550191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106357552581396	0	0	0	0	0	0	0	0.797084130019285	0	0	0.0774378585086155	0.000478011472275095	0	0	0.000717017208413144	0	0	0	0	0	0	0	0	0.00286806883365057	0.0138623326959528	0	0.0111137667303997	0	0	0.000597514340343619	0	0	0	0	0	0	0.00310707456978562	0	0	0	0	0.002509560229442	0	0	0	0.0181644359465037	0	0	0	0	0	0	0.00179254302103286	0.00489961759081848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179254302103286	0	0	0.000478011472275095	0	0	0	0	0	0	0.000239005736138048	0	0	0	0	0	0	0.104086998087683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429015296366711	0.000358508604206572	0	0.497848948374324	0	0	0.00740917782026648	0	0	0	0	0	0	0	0.271032504780104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119502868068524	0	0.00286806883365057	0	0	0	0	0	0.104086998087683	0	0	0	0	0	0	0	0	0	0	0	0.490200764817923	0	0.000119502868068524	0	0	0	0	0	0.000597514340343619	0	0.0406309751433581	0	0	0	0.272466539196554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106357552581396	0	0	0.0138623326959528	0	0	0	0	0.00286806883365057	0	0	0	0	1	0.0246175908221299	0.00489961759081848	0	0	0
sample4	0.00307377049180307	0.00079690346083813	0	0	0	0	0	0.000455373406192789	0	0	0	0	0.000227686703096894	0.0227686703096894	0	0	0	0.276980874316777	0	0.000569216757741236	0	0.0605646630236939	0.0122950819672123	0.00956284153005956	0	0.000113843351548447	0	0	0.00159380692167826	0	0	0	0	0	0.000341530054645342	0	0	0	0.000227686703096894	0	0.0081967213114782	0	0.0481557377049482	0	0	0	0	0	0	0	0.00956284153005956	0	0	0	0	0	0.000455373406192789	0	0	0.0110428051001444	0	0.0157103825136157	0	0	0	0	0	0	0	0.00933515482696267	0.13968579234964	0.00079690346083813	0	0	0	0	0	0	0	0	0	0.000341530054645342	0	0	0	0.0309653916210976	0	0.276297814207776	0.0481557377049482	0	0	0	0.015027322404415	0	0	0	0.000113843351548447	0	0	0	0	0.000113843351548447	0.0728597449909062	0	0	0.0227686703096894	0	0	0.012978142076513	0	0	0	0	0	0	0	0.000341530054645342	0	0.00125227686702792	0	0	0	0	0	0.000113843351548447	0	0	0	0	0	0.0147996357012481	0	0	0	0	0	0	0	0.462431693989462	0	0	0.121015482695954	0.00443989071038444	0	0	0.00159380692167826	0	0	0	0	0	0	0	0	0.0105874316940106	0.00956284153005956	0	0.416666666666706	0	0	0.00227686703096894	0	0	0	0	0.000113843351548447	0	0.00933515482696267	0	0	0	0	0.0062613843351576	0.000113843351548447	0	0	0.0930100182149264	0	0	0	0	0	0	0.000341530054645342	0.142873406192976	0	0	0	0	0	0	0	0	0	0	0.000113843351548447	0	0	0.000341530054645342	0	0	0	0	0	0	0	0	0	0.000910746812386578	0	0	0	0.000227686703096894	0	0	0.263775045537097	0	0	0	0	0	0	0	0	0	0	0	0.000113843351548447	0	0	0.0481557377049482	0	0	0.0488387978142488	0	0	0.0111566484517778	0	0	0	0	0	0	0	0.371015482696204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000569216757741236	0	0.000569216757741236	0	0.0118397085609785	0	0	0	0	0	0.263775045537097	0	0	0	0	0	0	0	0	0	0	0	0.0367714025501034	0	0	0	0	0	0	0	0.00227686703096894	0	0.00922131147540922	0	0	0	0.371812386157038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147996357012481	0	0	0.00956284153005956	0	0	0	0	0.0108151183970775	0	0	0	0	1	0.144125683060144	0.142873406192976	0	0	0
sample5	0.000734753857457551	0	0	0	0	0	0	0.000734753857457551	0	0	0	0	0	0.0051432770022059	0	0	0	0.0886602987999786	0	0.000244917952485512	0.000489835904972039	0.0509429341170677	0.00808229243204219	0.0168993387214902	0	0	0	0	0.000489835904972039	0	0	0	0	0	0.000244917952485512	0	0	0	0	0	0.00367376928729283	0	0.00881704628949873	0	0	0	0	0	0	0	0.0168993387214902	0	0	0	0	0	0.00465344109723488	0	0	0.00881704628949873	0	0.0291452363458672	0	0	0	0	0	0	0	0.0168993387214902	0.0262062209160208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367376928729283	0	0.0460445750673575	0.00759245652707117	0	0	0	0.00955180014695526	0	0	0	0	0	0	0	0	0.00269409747735078	0.015184913054122	0	0	0.0051432770022059	0	0	0.000489835904972039	0	0	0	0	0	0	0	0.00171442566739859	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000489835904972039	0	0	0	0	0	0	0.000244917952485512	0.518491305413219	0	0	0.184423218221925	0.00122458976242756	0	0	0.000489835904972039	0	0	0	0	0	0	0	0	0.00367376928729283	0.0168993387214902	0	0.0769042370806131	0	0	0.000489835904972039	0	0	0	0	0	0	0.00465344109723488	0	0	0	0	0.00171442566740163	0	0	0	0.00906196424198424	0	0	0	0	0	0	0.000244917952485512	0.027920646583389	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244917952485512	0	0	0	0	0	0	0	0	0	0.000244917952485512	0	0	0	0	0	0	0.0751898114132247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00783737447955668	0	0	0.0284104824883803	0	0	0.000489835904972039	0	0	0	0	0	0	0	0.444526083762371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000489835904972039	0	0	0	0.0051432770022059	0	0	0	0	0	0.0751898114132247	0	0	0	0	0	0	0	0	0	0	0	0.0186137643889598	0	0	0	0	0	0	0	0.000734753857457551	0	0.0183688464364641	0.000244917952485512	0	0	0.447465099191508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000489835904972039	0	0	0.0168993387214902	0	0	0	0	0.00367376928729283	0	0	0	0	1	0.0154298310066177	0.027920646583389	0	0	0
sample6	0.00237847480303	0.000743273375948	0	0	0	0	0	0	0	0	0	0	0	0.140627322729	0	0	0	0.496060651107	0	0.00014865467519	0	0.0147168128438	0.0642188196819	0.00178385610227	0.00014865467519	0	0	0	0.000445964025569	0	0	0	0	0	0	0	0	0	0.000297309350379	0	0.00267578415341	0	0.0112977553144	0	0	0	0	0	0	0	0.00178385610227	0	0	0	0	0	0.00104058272633	0	0	0.000743273375948	0	0.00460829493088	0	0	0	0	0	0	0	0.00178385610227	0.141667905456	0.000743273375948	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00728407908429	0	0.280362717407	0.0112977553144	0	0	0.00014865467519	0.0820573807046	0	0	0	0.00014865467519	0	0	0	0	0	0.0297309350379	0	0	0.140627322729	0	0	0.0135275754422	0	0	0	0	0	0	0	0	0	0.00178385610227	0	0	0	0	0	0.00014865467519	0	0	0	0	0	0.0151627768693	0	0	0	0	0	0	0	0.310688271146	0	0	0.051731826966	0.00639215103315	0	0	0.00104058272633	0	0	0	0	0	0	0	0	0.00252712947822	0.00178385610227	0	0.42321986026452	0	0	0	0	0	0	0	0	0	0.00312174817898	0	0	0	0	0.004905604281256	0	0	0	0.134532481047	0	0	0	0	0	0	0	0.144195034934	0	0	0	0	0	0.00014865467519	0	0	0	0	0	0	0	0	0	0	0.00014865467519	0	0	0	0	0	0	0.000445964025569	0	0	0	0	0	0	0.492641593578	0	0	0	0	0	0	0	0	0	0.00014865467519	0	0.00014865467519	0	0	0.0112977553144	0.00014865467519	0	0.204102869035	0	0	0.0108517912888	0	0.000297309350379	0	0	0	0	0	0.0930578266686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000594618700758	0	0.000297309350379	0	0.00341905752936	0	0	0	0	0	0.492641593578	0	0	0.00014865467519	0	0	0	0	0	0	0	0	0.199048610079	0	0	0	0	0	0	0	0	0	0.00401367623012	0	0	0	0.0932064813438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151627768693	0	0	0.00178385610227	0	0	0	0	0.00267578415341	0	0	0	0	1	0.214360041623	0.144195034934	0	0	0
sample7	0.00106444745500168	0.00135475130636214	0	0	0	0	0	0	0	0	0	0	0	0.0389974840332516	0	0	0	0.161505709309225	0	0.00067737565318307	0	0.0704470679310513	0.0451906328623814	0.0589316818269631	0	0.000193535900909306	0	0	0.00416102186955658	0	0	0	0	0	0	0	0	0	0.000193535900909306	0	0.00599961292819948	0	0.0613508805883169	0	0	0	0	0	0	0	0.0589316818269631	0	0	0	0	0	0.000193535900909306	0	9.67679504547529e-05	0.00706406038320116	0	0.0100638668473359	0	0	0	0	0	0	0	0.0586413779755727	0.0239016837623478	0.00135475130636214	0	0	0	0	0	0	0	0	0	0.000580607702728917	0	0	0	0.0451906328623814	0	0.0470292239210543	0.0611573446874566	0	0	0	0.05060963808787	0	0	0	9.67679504547529e-05	0	0	0	0	0.000290303851364459	0.0766402167601811	0	0	0.0389974840332516	0	0	0.00687052448229086	0	0	0	0	0	0	0	0.00067737565318307	0	0.000193535900909306	0	0	0	9.67679504547529e-05	0	0	0	0	0	0	0	0.00793497193729254	0	0	0	0	0	0	0	0.650280627055627	0	0	0.1389587768529	0.00203212695955321	0	0	0	0	0	0	0	0	0	0	0	0.00696729243274101	0.0589316818269631	0	0.0711244435843114	0	0	0.0016450551577326	0	0	0	0	0	0	0.00696729243274101	0	0	0	0	0.00212889491000356	0	0	0	0.041126378943315	0	0	0	0	0	0	0	0.0251596671182398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.67679504547529e-05	0	0.000967679504547529	0	0	0	0.000387071801819612	0	0	0.15831236694393	0	0	0	0	0	0	0	0.000387071801819612	0	0	0	0	0	0	0.0613508805883169	0	0	0.0983162376620354	0	9.67679504547529e-05	0.00522546932455826	0	9.67679504547529e-05	0	0	0	0	0	0.502515966711884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.67679504547529e-05	0	0.00067737565318307	0	0.00832204373911315	0	0	0	0	0	0.15831236694393	0	0	0	0	0	0	0	0	0	0	0	0.0888329785174804	0	0	0	0	0	0	0	0.0016450551577326	0	0.00435455777046688	0	0	0	0.507547900135652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00793497193729254	0	0	0.0589316818269631	0	0	0	0	0.00735436423456162	0	0	0	0	1	0.066479581962415	0.0251596671182398	0	0	0
sample8	0.000879507475812731	0.00146584579302622	0	0	0	0	0	0.000732922896511109	0	0	0	0	0	0.0192025798885404	0	0	0	0.146437994722732	0	0.00102609205511735	0	0.0939607153327476	0.0140721196130037	0.0429492817355592	0	0	0	0	0.00381119906186017	0	0	0	0	0	0	0	0	0	0	0	0.0046907065376679	0	0.020521841102347	0	0	0	0	0	0	0	0.0429492817355592	0	0	0	0	0	0.000879507475812731	0	0	0.00908824391673655	0	0.0259454705364631	0	0	0	0	0	0	0	0.0428026971562696	0.102169451774066	0.00146584579302622	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115801817648801	0	0.201846965699009	0.020521841102347	0	0	0	0.0184696569920923	0	0	0	0	0	0	0	0	0.000293169158604244	0.0307827616534206	0	0	0.0192025798885404	0	0	0.0046907065376679	0	0	0	0	0	0	0	0	0	0.000439753737906865	0	0	0	0	0	0	0	0	0	0	0	0.00498387569627714	0	0	0	0	0	0	0	0.657431838169954	0	0	0.157725007329233	0.000146584579302622	0	0	0.000293169158604244	0	0	0	0	0	0	0	0	0.0139255350337141	0.0429492817355592	0	0.304895924948888	0	0	0.00234535326883395	0	0	0	0	0	0	0.00498387569627714	0	0	0	0	0.00175901495162646	0	0	0	0.0422163588390111	0	0	0	0	0	0	0	0.103048959249404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000586338317208487	0	0	0	0	0	0	0.140574611551147	0	0	0	0	0	0	0	0.000732922896511109	0	0	0	0	0	0	0.020521841102347	0	0	0.0622984462033893	0	0	0.00395778364115979	0	0	0	0	0	0	0	0.548079742011296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146584579302622	0	0.000439753737906865	0	0.0155379654059999	0	0	0	0	0	0.140574611551147	0	0	0	0	0	0	0	0	0	0	0	0.0452946350043931	0	0	0	0	0	0	0	0.00234535326883395	0	0.0181764878335131	0	0	0	0.549105834066523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00498387569627714	0	0	0.0429492817355592	0	0	0	0	0.0146584579302622	0	0	0	0	1	0.0675754910583156	0.103048959249404	0	0	0
sample9	0.00104675505931581	0.000348918353105604	0	0	0	0	0	0.000174459176552302	0	0	0	0	0	0.180739706908277	0	0	0	0.401256106071395	0	0.000348918353105604	0	0.0437892533147749	0.00854849965108581	0.0136078157711456	0	0	0	0	0.00191905094208233	0	0	0	0	0	0	0	0	0	0.000174459176552302	0	0.00436147941382256	0	0.033496161898166	0	0	0	0	0	0	0	0.0136078157711456	0	0	0	0	0	0.000174459176552302	0	0	0.00436147941382256	0	0.0083740404745265	0	0	0	0	0	0	0	0.0136078157711456	0.0174459176552302	0.000348918353105604	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226796929518093	0	0.0345429169574618	0.033496161898166	0	0	0	0.00959525471040162	0	0	0	0	0	0	0	0	0	0.0436147941382256	0	0	0.180739706908277	0	0	0.00418702023726325	0	0	0	0	0	0	0	0.000523377529657907	0	0.00418702023726325	0	0	0	0	0	0	0	0	0	0	0	0.00505931612002976	0	0	0	0	0	0	0	0.48517096999331	0	0	0.11235170969955	0.00366364270760534	0	0	0.000523377529657907	0	0	0	0	0	0	0	0	0.0251221214235995	0.0136078157711456	0	0.0521632937892443	0	0	0.000872295882763511	0	0	0	0	0	0	0.00488485694348046	0	0	0	0	0.00226796929518393	0	0	0	0.0629797627354981	0	0	0	0	0	0	0	0.0184926727146261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348918353105604	0	0	0	0	0	0	0.378576413118986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033496161898166	0	0	0.0491974877879032	0	0	0.00279134682483883	0	0.000174459176552302	0	0	0	0	0	0.403872993719134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523377529657907	0	0.0286113049546856	0	0	0	0	0	0.378576413118986	0	0	0	0	0	0	0	0	0	0	0	0.0195394277739218	0	0	0	0	0	0	0	0.00104675505931581	0	0.0076762037683193	0	0	0	0.40491974877863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505931612002976	0	0	0.0136078157711456	0	0	0	0	0.0263433356594446	0	0	0	0	1	0.113921842288794	0.0184926727146261	0	0	0
